id,education,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age,marital_status,tenure,total_spent,children,living_with,family_size,is_parent,cluster
9286,Master,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,65,Together,13,747,0,partner,2,0,3
2426,PhD,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,61,Divorced,13,895,0,alone,1,0,3
5172,Master,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,49,Together,12,1053,1,partner,3,1,2
5562,Graduation,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,51,Married,12,735,1,partner,3,1,2
3436,Graduation,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,Married,11,20,1,partner,3,1,1
3921,Master,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,73,Widow,13,205,0,alone,1,0,0
3403,PhD,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,67,Together,13,2092,1,partner,3,1,2
22,Graduation,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,49,Divorced,13,309,1,alone,2,1,0
10965,Graduation,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,70,Together,12,1722,0,partner,2,0,3
9426,Master,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,61,Single,12,900,1,alone,2,1,2
6605,PhD,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,81,Divorced,12,682,0,alone,1,0,3
3136,Master,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,63,Divorced,12,663,1,alone,2,1,2
8737,Graduation,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,47,Divorced,11,43,1,alone,2,1,1
11088,PhD,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,54,Together,12,1816,1,partner,3,1,2
716,PhD,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,76,Together,11,976,1,partner,3,1,2
466,Graduation,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,81,Married,12,746,0,partner,2,0,3
9135,Graduation,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,75,Together,13,64,2,partner,4,1,1
10623,Master,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,Together,12,32,1,partner,3,1,1
8151,Basic,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,35,Married,13,263,0,partner,2,0,0
5140,PhD,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,40,Married,13,1445,1,partner,3,1,2
10160,Master,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,Together,12,46,1,partner,3,1,1
4945,Graduation,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,72,Widow,13,1210,0,alone,1,0,3
10584,Graduation,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,49,Married,12,945,1,partner,3,1,2
6071,Graduation,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36,Single,12,1157,0,alone,1,0,3
3386,Graduation,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,33,Married,12,137,0,partner,2,0,0
8939,Graduation,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,66,Divorced,13,730,1,alone,2,1,2
9925,PhD,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,44,Together,12,216,1,partner,3,1,0
4320,Graduation,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,46,Single,12,943,1,alone,2,1,2
5389,Graduation,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,61,Married,12,347,2,partner,4,1,1
6036,Master,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,66,Together,11,1924,0,partner,2,0,3
182,PhD,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,79,Together,12,397,1,partner,3,1,1
203,Master,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,50,Single,12,2089,0,alone,1,0,3
11025,Graduation,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,64,Married,12,138,2,partner,4,1,1
10203,Graduation,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,Single,12,42,1,alone,2,1,0
4607,Graduation,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,Together,12,777,0,partner,2,0,3
3711,Master,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,81,Married,11,1902,0,partner,2,0,3
3696,Graduation,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,60,Divorced,11,52,2,alone,3,1,1
2532,Master,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,38,Single,11,1651,0,alone,1,0,3
9214,Graduation,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,34,Married,12,358,0,partner,2,0,0
4943,Graduation,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,72,Married,13,1727,0,partner,2,0,3
35,Graduation,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38,Married,13,210,1,partner,3,1,0
2258,Graduation,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,Married,13,42,1,partner,3,1,0
4322,PhD,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,67,Together,12,1291,0,partner,2,0,3
713,Master,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,48,Married,11,442,0,partner,2,0,3
4702,Graduation,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,61,Single,13,1895,0,alone,1,0,3
3281,PhD,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,65,Married,12,411,2,partner,4,1,1
702,Master,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,50,Widow,12,521,1,alone,2,1,0
2004,Graduation,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,56,Single,12,1168,1,alone,2,1,2
4769,Master,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48,Together,11,493,2,partner,4,1,1
4437,Graduation,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,63,Married,12,260,2,partner,4,1,1
8724,Graduation,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,Single,12,46,1,alone,2,1,0
10741,Master,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,Together,12,319,1,partner,3,1,1
1991,Graduation,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,58,Together,11,96,1,partner,3,1,1
6931,Graduation,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,58,Divorced,11,1062,0,alone,1,0,3
11096,Master,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,73,Together,12,232,1,partner,3,1,1
304,Master,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,44,Single,12,76,1,alone,2,1,0
3665,Master,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48,Together,12,54,1,partner,3,1,0
10591,Graduation,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,56,Widow,13,201,1,alone,2,1,0
5036,PhD,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,41,Single,13,406,1,alone,2,1,0
5547,PhD,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,Married,12,1919,0,partner,2,0,3
7822,Graduation,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,49,Together,12,662,1,partner,3,1,2
8541,Master,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,35,Married,11,41,1,partner,3,1,0
10955,Graduation,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,61,Widow,11,1600,0,alone,1,0,3
4368,Graduation,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,45,Married,12,134,1,partner,3,1,0
9671,Graduation,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,57,Married,11,69,2,partner,4,1,1
2256,Master,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,52,Married,11,21,2,partner,4,1,1
4279,Master,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,62,Single,11,54,2,alone,3,1,1
5371,Graduation,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,36,Single,11,91,1,alone,2,1,0
9240,PhD,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,54,Single,11,526,1,alone,2,1,1
9460,Graduation,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,62,Married,12,162,0,partner,2,0,0
9504,Master,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,76,Married,12,1008,0,partner,2,0,3
8692,Graduation,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,73,Together,13,240,2,partner,4,1,2
448,PhD,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,47,Single,12,795,1,alone,2,1,2
8314,Graduation,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,43,Married,12,1772,0,partner,2,0,3
8420,Master,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,55,Married,12,64,0,partner,2,0,0
3174,Graduation,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,66,Together,12,1957,1,partner,3,1,2
7685,Graduation,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47,Married,12,78,1,partner,3,1,0
3179,Graduation,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,45,Single,12,1572,0,alone,1,0,3
9780,Master,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,54,Together,12,795,1,partner,3,1,2
10681,Master,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,Married,11,889,1,partner,3,1,1
10232,PhD,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,62,Divorced,12,331,1,alone,2,1,2
4184,PhD,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,75,Together,11,265,1,partner,3,1,1
9120,Graduation,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,63,Single,13,1065,1,alone,2,1,2
891,Master,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,74,Together,12,11,2,partner,4,1,1
10381,Graduation,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46,Single,12,21,1,alone,2,1,0
3525,Graduation,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,Together,13,17,2,partner,4,1,0
6818,Graduation,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51,Married,13,369,1,partner,3,1,0
3526,PhD,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,57,Married,11,38,2,partner,4,1,1
8181,Master,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,47,Single,12,177,1,alone,2,1,0
1029,PhD,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,55,Together,12,279,1,partner,3,1,2
7369,Master,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,Married,12,62,1,partner,3,1,0
2574,PhD,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,48,Married,12,1230,1,partner,3,1,2
8159,Graduation,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,57,Married,11,182,2,partner,4,1,1
1160,Graduation,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,55,Married,12,49,2,partner,4,1,1
10242,PhD,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,59,Together,12,75,2,partner,4,1,1
5253,Master,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,69,Together,12,227,2,partner,4,1,1
5966,PhD,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,51,Married,13,215,2,partner,4,1,0
5314,Graduation,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,74,Together,12,444,1,partner,3,1,1
5081,Master,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58,Together,12,47,2,partner,4,1,1
5123,Master,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,74,Married,12,143,0,partner,2,0,0
5756,Graduation,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,Together,11,55,1,partner,3,1,1
8036,Master,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,54,Together,11,63,2,partner,4,1,1
9058,Graduation,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,70,Widow,13,1867,0,alone,1,0,3
5057,Master,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,64,Married,12,611,1,partner,3,1,2
254,Graduation,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,70,Together,11,473,1,partner,3,1,1
4179,Graduation,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,66,Together,12,55,0,partner,2,0,0
3710,PhD,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,41,Single,13,81,1,alone,2,1,0
7627,Master,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,50,Married,13,2086,0,partner,2,0,3
4501,Master,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,60,Single,12,1478,0,alone,1,0,3
6424,Graduation,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48,Together,11,49,1,partner,3,1,1
3075,PhD,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,53,Married,12,382,0,partner,2,0,3
4992,Master,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,50,Together,12,69,1,partner,3,1,0
5252,Graduation,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,56,Divorced,13,67,1,alone,2,1,0
7444,Master,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,56,Married,12,30,2,partner,4,1,1
6919,Master,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,47,Married,12,63,1,partner,3,1,0
3537,Graduation,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,44,Together,13,79,1,partner,3,1,0
10277,Graduation,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,Single,12,42,1,alone,2,1,0
2453,Graduation,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,65,Together,13,819,1,partner,3,1,2
7972,Graduation,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,70,Single,12,1151,0,alone,1,0,3
895,PhD,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,77,Married,13,594,2,partner,4,1,2
1177,Master,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,59,Together,12,129,2,partner,4,1,1
7141,Master,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,39,Single,13,213,1,alone,2,1,0
7232,Graduation,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,52,Widow,11,67,1,alone,2,1,1
8477,Graduation,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,69,Divorced,12,28,3,alone,4,1,1
2457,Basic,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,50,Married,13,45,1,partner,3,1,0
988,Graduation,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,60,Married,11,1193,0,partner,2,0,3
7930,Master,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,56,Single,12,268,0,alone,1,0,0
4587,Master,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,81,Widow,12,266,0,alone,1,0,3
6682,Basic,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,Married,13,37,1,partner,3,1,0
6222,Graduation,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,58,Married,12,37,3,partner,5,1,1
10299,PhD,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,56,Single,13,882,0,alone,1,0,3
3083,Graduation,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,51,Married,12,373,2,partner,4,1,1
8953,Master,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,60,Single,12,35,3,alone,4,1,1
1503,PhD,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,49,Together,12,107,2,partner,4,1,2
8650,Graduation,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,47,Widow,12,42,2,alone,3,1,0
10862,Master,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,65,Married,13,326,1,partner,3,1,0
2782,PhD,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,64,Married,12,404,1,partner,3,1,2
6941,Graduation,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,54,Single,12,95,0,alone,1,0,0
10972,Graduation,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,76,Widow,11,939,0,alone,1,0,3
10708,Master,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,Single,12,33,1,alone,2,1,0
6583,Master,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,70,Married,12,981,0,partner,2,0,3
3641,Graduation,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,49,Married,12,36,1,partner,3,1,0
10156,Graduation,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,50,Single,12,1237,1,alone,2,1,2
4299,Graduation,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,65,Together,13,1825,1,partner,3,1,2
3469,PhD,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,48,Divorced,13,103,2,alone,3,1,0
5063,Graduation,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,48,Single,13,191,1,alone,2,1,0
10727,PhD,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,55,Married,12,1586,1,partner,3,1,2
9624,PhD,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,67,Together,11,963,0,partner,2,0,3
5156,Master,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,Married,11,889,1,partner,3,1,1
4376,Master,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,65,Single,11,93,0,alone,1,0,3
8923,Graduation,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,52,Single,12,1587,0,alone,1,0,3
8461,Graduation,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,63,Divorced,11,16,3,alone,4,1,1
6945,Graduation,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,73,Single,12,1375,0,alone,1,0,3
944,Graduation,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,63,Married,12,393,1,partner,3,1,2
1907,Master,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,75,Divorced,13,1477,1,alone,2,1,2
701,Graduation,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,54,Married,12,1179,1,partner,3,1,2
3856,Graduation,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,65,Together,13,1005,1,partner,3,1,2
4149,PhD,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,77,Together,11,1348,0,partner,2,0,3
2131,PhD,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,66,Divorced,13,1307,1,alone,2,1,2
2942,Graduation,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,61,Single,12,486,1,alone,2,1,2
1173,Master,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,78,Together,12,2252,0,partner,2,0,3
4381,PhD,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,54,Married,12,235,2,partner,4,1,1
4611,Graduation,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,55,Together,12,1724,0,partner,2,0,3
3376,Master,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,55,Divorced,12,235,1,alone,2,1,0
4679,Master,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,48,Married,11,1092,1,partner,3,1,2
10928,Graduation,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,67,Together,12,599,1,partner,3,1,2
4248,Master,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,65,Single,11,2008,0,alone,1,0,3
6728,Graduation,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,40,Together,13,48,1,partner,3,1,0
6661,Graduation,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,51,Married,13,1174,1,partner,3,1,2
4725,PhD,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,75,Together,11,67,1,partner,3,1,1
3277,Graduation,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,70,Divorced,13,365,1,alone,2,1,2
5555,Graduation,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,50,Divorced,11,6,0,alone,1,0,3
2564,Graduation,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,72,Together,11,165,1,partner,3,1,1
946,Master,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,67,Together,13,210,0,partner,2,0,0
3867,PhD,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,78,Together,12,1095,1,partner,3,1,2
